date,series_id,value,realtime_start,realtime_end
2003-12-24,WILL5000IND,36.35,2023-03-19,2023-03-19
2003-12-26,WILL5000IND,36.42,2023-03-19,2023-03-19
2003-12-29,WILL5000IND,36.89,2023-03-19,2023-03-19
2003-12-30,WILL5000IND,36.91,2023-03-19,2023-03-19
2003-12-31,WILL5000IND,36.92,2023-03-19,2023-03-19
2004-01-02,WILL5000IND,36.84,2023-03-19,2023-03-19
2004-01-05,WILL5000IND,37.28,2023-03-19,2023-03-19
2004-01-06,WILL5000IND,37.35,2023-03-19,2023-03-19
2004-01-07,WILL5000IND,37.47,2023-03-19,2023-03-19
2004-01-08,WILL5000IND,37.65,2023-03-19,2023-03-19
2004-01-09,WILL5000IND,37.37,2023-03-19,2023-03-19
2004-01-12,WILL5000IND,37.58,2023-03-19,2023-03-19
2004-01-13,WILL5000IND,37.4,2023-03-19,2023-03-19
2004-01-14,WILL5000IND,37.7,2023-03-19,2023-03-19
2004-01-15,WILL5000IND,37.74,2023-03-19,2023-03-19
2004-01-16,WILL5000IND,38.02,2023-03-19,2023-03-19
2004-01-20,WILL5000IND,38.07,2023-03-19,2023-03-19
2004-01-21,WILL5000IND,38.31,2023-03-19,2023-03-19
2004-01-22,WILL5000IND,38.19,2023-03-19,2023-03-19
2004-01-23,WILL5000IND,38.16,2023-03-19,2023-03-19
2004-01-26,WILL5000IND,38.59,2023-03-19,2023-03-19
2004-01-27,WILL5000IND,38.23,2023-03-19,2023-03-19
2004-01-28,WILL5000IND,37.69,2023-03-19,2023-03-19
2004-01-29,WILL5000IND,37.79,2023-03-19,2023-03-19
2004-01-30,WILL5000IND,37.74,2023-03-19,2023-03-19
2004-02-02,WILL5000IND,37.85,2023-03-19,2023-03-19
2004-02-03,WILL5000IND,37.85,2023-03-19,2023-03-19
2004-02-04,WILL5000IND,37.47,2023-03-19,2023-03-19
2004-02-05,WILL5000IND,37.56,2023-03-19,2023-03-19
2004-02-06,WILL5000IND,38.09,2023-03-19,2023-03-19
2004-02-09,WILL5000IND,38.05,2023-03-19,2023-03-19
2004-02-10,WILL5000IND,38.27,2023-03-19,2023-03-19
2004-02-11,WILL5000IND,38.67,2023-03-19,2023-03-19
2004-02-12,WILL5000IND,38.49,2023-03-19,2023-03-19
2004-02-13,WILL5000IND,38.27,2023-03-19,2023-03-19
2004-02-17,WILL5000IND,38.65,2023-03-19,2023-03-19
2004-02-18,WILL5000IND,38.49,2023-03-19,2023-03-19
2004-02-19,WILL5000IND,38.28,2023-03-19,2023-03-19
2004-02-20,WILL5000IND,38.17,2023-03-19,2023-03-19
2004-02-23,WILL5000IND,37.99,2023-03-19,2023-03-19
2004-02-24,WILL5000IND,37.94,2023-03-19,2023-03-19
2004-02-25,WILL5000IND,38.14,2023-03-19,2023-03-19
2004-02-26,WILL5000IND,38.25,2023-03-19,2023-03-19
2004-02-27,WILL5000IND,38.29,2023-03-19,2023-03-19
2004-03-01,WILL5000IND,38.69,2023-03-19,2023-03-19
2004-03-02,WILL5000IND,38.47,2023-03-19,2023-03-19
2004-03-03,WILL5000IND,38.52,2023-03-19,2023-03-19
2004-03-04,WILL5000IND,38.69,2023-03-19,2023-03-19
2004-03-05,WILL5000IND,38.78,2023-03-19,2023-03-19
2004-03-08,WILL5000IND,38.46,2023-03-19,2023-03-19
2004-03-09,WILL5000IND,38.21,2023-03-19,2023-03-19
2004-03-10,WILL5000IND,37.64,2023-03-19,2023-03-19
2004-03-11,WILL5000IND,37.11,2023-03-19,2023-03-19
2004-03-12,WILL5000IND,37.61,2023-03-19,2023-03-19
2004-03-15,WILL5000IND,37.03,2023-03-19,2023-03-19
2004-03-16,WILL5000IND,37.19,2023-03-19,2023-03-19
2004-03-17,WILL5000IND,37.66,2023-03-19,2023-03-19
2004-03-18,WILL5000IND,37.59,2023-03-19,2023-03-19
2004-03-19,WILL5000IND,37.22,2023-03-19,2023-03-19
2004-03-22,WILL5000IND,36.71,2023-03-19,2023-03-19
2004-03-23,WILL5000IND,36.68,2023-03-19,2023-03-19
2004-03-24,WILL5000IND,36.57,2023-03-19,2023-03-19
2004-03-25,WILL5000IND,37.19,2023-03-19,2023-03-19
2004-03-26,WILL5000IND,37.18,2023-03-19,2023-03-19
2004-03-29,WILL5000IND,37.68,2023-03-19,2023-03-19
2004-03-30,WILL5000IND,37.87,2023-03-19,2023-03-19
2004-03-31,WILL5000IND,37.88,2023-03-19,2023-03-19
2004-04-01,WILL5000IND,38.11,2023-03-19,2023-03-19
2004-04-02,WILL5000IND,38.44,2023-03-19,2023-03-19
2004-04-05,WILL5000IND,38.71,2023-03-19,2023-03-19
2004-04-06,WILL5000IND,38.58,2023-03-19,2023-03-19
2004-04-07,WILL5000IND,38.39,2023-03-19,2023-03-19
2004-04-08,WILL5000IND,38.33,2023-03-19,2023-03-19
2004-04-12,WILL5000IND,38.49,2023-03-19,2023-03-19
2004-04-13,WILL5000IND,37.92,2023-03-19,2023-03-19
2004-04-14,WILL5000IND,37.84,2023-03-19,2023-03-19
2004-04-15,WILL5000IND,37.84,2023-03-19,2023-03-19
2004-04-16,WILL5000IND,38.03,2023-03-19,2023-03-19
2004-04-19,WILL5000IND,38.11,2023-03-19,2023-03-19
2004-04-20,WILL5000IND,37.52,2023-03-19,2023-03-19
2004-04-21,WILL5000IND,37.74,2023-03-19,2023-03-19
2004-04-22,WILL5000IND,38.29,2023-03-19,2023-03-19
2004-04-23,WILL5000IND,38.28,2023-03-19,2023-03-19
2004-04-26,WILL5000IND,38.14,2023-03-19,2023-03-19
2004-04-27,WILL5000IND,38.21,2023-03-19,2023-03-19
2004-04-28,WILL5000IND,37.66,2023-03-19,2023-03-19
2004-04-29,WILL5000IND,37.32,2023-03-19,2023-03-19
2004-04-30,WILL5000IND,37.07,2023-03-19,2023-03-19
2004-05-03,WILL5000IND,37.41,2023-03-19,2023-03-19
2004-05-04,WILL5000IND,37.5,2023-03-19,2023-03-19
2004-05-05,WILL5000IND,37.59,2023-03-19,2023-03-19
2004-05-06,WILL5000IND,37.3,2023-03-19,2023-03-19
2004-05-07,WILL5000IND,36.74,2023-03-19,2023-03-19
2004-05-10,WILL5000IND,36.26,2023-03-19,2023-03-19
2004-05-11,WILL5000IND,36.61,2023-03-19,2023-03-19
2004-05-12,WILL5000IND,36.65,2023-03-19,2023-03-19
2004-05-13,WILL5000IND,36.63,2023-03-19,2023-03-19
2004-05-14,WILL5000IND,36.58,2023-03-19,2023-03-19
2004-05-17,WILL5000IND,36.18,2023-03-19,2023-03-19
2004-05-18,WILL5000IND,36.46,2023-03-19,2023-03-19
2004-05-19,WILL5000IND,36.38,2023-03-19,2023-03-19
2004-05-20,WILL5000IND,36.4,2023-03-19,2023-03-19
2004-05-21,WILL5000IND,36.56,2023-03-19,2023-03-19
2004-05-24,WILL5000IND,36.67,2023-03-19,2023-03-19
2004-05-25,WILL5000IND,37.28,2023-03-19,2023-03-19
2004-05-26,WILL5000IND,37.38,2023-03-19,2023-03-19
2004-05-27,WILL5000IND,37.57,2023-03-19,2023-03-19
2004-05-28,WILL5000IND,37.58,2023-03-19,2023-03-19
2004-06-01,WILL5000IND,37.63,2023-03-19,2023-03-19
2004-06-02,WILL5000IND,37.75,2023-03-19,2023-03-19
2004-06-03,WILL5000IND,37.41,2023-03-19,2023-03-19
2004-06-04,WILL5000IND,37.62,2023-03-19,2023-03-19
2004-06-07,WILL5000IND,38.22,2023-03-19,2023-03-19
2004-06-08,WILL5000IND,38.26,2023-03-19,2023-03-19
2004-06-09,WILL5000IND,37.88,2023-03-19,2023-03-19
2004-06-10,WILL5000IND,38.02,2023-03-19,2023-03-19
2004-06-14,WILL5000IND,37.62,2023-03-19,2023-03-19
2004-06-15,WILL5000IND,37.9,2023-03-19,2023-03-19
2004-06-16,WILL5000IND,37.97,2023-03-19,2023-03-19
2004-06-17,WILL5000IND,37.93,2023-03-19,2023-03-19
2004-06-18,WILL5000IND,38.01,2023-03-19,2023-03-19
2004-06-21,WILL5000IND,37.86,2023-03-19,2023-03-19
2004-06-22,WILL5000IND,38.01,2023-03-19,2023-03-19
2004-06-23,WILL5000IND,38.36,2023-03-19,2023-03-19
2004-06-24,WILL5000IND,38.26,2023-03-19,2023-03-19
2004-06-25,WILL5000IND,38.15,2023-03-19,2023-03-19
2004-06-28,WILL5000IND,38.09,2023-03-19,2023-03-19
2004-06-29,WILL5000IND,38.2,2023-03-19,2023-03-19
2004-06-30,WILL5000IND,38.39,2023-03-19,2023-03-19
2004-07-01,WILL5000IND,37.99,2023-03-19,2023-03-19
2004-07-02,WILL5000IND,37.9,2023-03-19,2023-03-19
2004-07-06,WILL5000IND,37.54,2023-03-19,2023-03-19
2004-07-07,WILL5000IND,37.62,2023-03-19,2023-03-19
2004-07-08,WILL5000IND,37.26,2023-03-19,2023-03-19
2004-07-09,WILL5000IND,37.39,2023-03-19,2023-03-19
2004-07-12,WILL5000IND,37.41,2023-03-19,2023-03-19
2004-07-13,WILL5000IND,37.43,2023-03-19,2023-03-19
2004-07-14,WILL5000IND,37.32,2023-03-19,2023-03-19
2004-07-15,WILL5000IND,37.22,2023-03-19,2023-03-19
2004-07-16,WILL5000IND,37.02,2023-03-19,2023-03-19
2004-07-19,WILL5000IND,37,2023-03-19,2023-03-19
2004-07-20,WILL5000IND,37.3,2023-03-19,2023-03-19
2004-07-21,WILL5000IND,36.74,2023-03-19,2023-03-19
2004-07-22,WILL5000IND,36.8,2023-03-19,2023-03-19
2004-07-23,WILL5000IND,36.42,2023-03-19,2023-03-19
2004-07-26,WILL5000IND,36.28,2023-03-19,2023-03-19
2004-07-27,WILL5000IND,36.67,2023-03-19,2023-03-19
2004-07-28,WILL5000IND,36.66,2023-03-19,2023-03-19
2004-07-29,WILL5000IND,36.9,2023-03-19,2023-03-19
2004-07-30,WILL5000IND,36.96,2023-03-19,2023-03-19
2004-08-02,WILL5000IND,37.1,2023-03-19,2023-03-19
2004-08-03,WILL5000IND,36.84,2023-03-19,2023-03-19
2004-08-04,WILL5000IND,36.78,2023-03-19,2023-03-19
2004-08-05,WILL5000IND,36.18,2023-03-19,2023-03-19
2004-08-06,WILL5000IND,35.61,2023-03-19,2023-03-19
2004-08-09,WILL5000IND,35.63,2023-03-19,2023-03-19
2004-08-10,WILL5000IND,36.12,2023-03-19,2023-03-19
2004-08-11,WILL5000IND,36.02,2023-03-19,2023-03-19
2004-08-12,WILL5000IND,35.58,2023-03-19,2023-03-19
2004-08-13,WILL5000IND,35.62,2023-03-19,2023-03-19
2004-08-16,WILL5000IND,36.12,2023-03-19,2023-03-19
2004-08-17,WILL5000IND,36.23,2023-03-19,2023-03-19
2004-08-18,WILL5000IND,36.71,2023-03-19,2023-03-19
2004-08-19,WILL5000IND,36.57,2023-03-19,2023-03-19
2004-08-20,WILL5000IND,36.87,2023-03-19,2023-03-19
2004-08-23,WILL5000IND,36.76,2023-03-19,2023-03-19
2004-08-24,WILL5000IND,36.78,2023-03-19,2023-03-19
2004-08-25,WILL5000IND,37.08,2023-03-19,2023-03-19
2004-08-26,WILL5000IND,37.07,2023-03-19,2023-03-19
2004-08-27,WILL5000IND,37.2,2023-03-19,2023-03-19
2004-08-30,WILL5000IND,36.89,2023-03-19,2023-03-19
2004-08-31,WILL5000IND,37.08,2023-03-19,2023-03-19
2004-09-01,WILL5000IND,37.19,2023-03-19,2023-03-19
2004-09-02,WILL5000IND,37.59,2023-03-19,2023-03-19
2004-09-03,WILL5000IND,37.43,2023-03-19,2023-03-19
2004-09-07,WILL5000IND,37.71,2023-03-19,2023-03-19
2004-09-08,WILL5000IND,37.53,2023-03-19,2023-03-19
2004-09-09,WILL5000IND,37.65,2023-03-19,2023-03-19
2004-09-10,WILL5000IND,37.84,2023-03-19,2023-03-19
2004-09-13,WILL5000IND,37.94,2023-03-19,2023-03-19
2004-09-14,WILL5000IND,38,2023-03-19,2023-03-19
2004-09-15,WILL5000IND,37.75,2023-03-19,2023-03-19
2004-09-16,WILL5000IND,37.9,2023-03-19,2023-03-19
2004-09-17,WILL5000IND,38.04,2023-03-19,2023-03-19
2004-09-20,WILL5000IND,37.84,2023-03-19,2023-03-19
2004-09-21,WILL5000IND,38.1,2023-03-19,2023-03-19
2004-09-22,WILL5000IND,37.58,2023-03-19,2023-03-19
2004-09-23,WILL5000IND,37.43,2023-03-19,2023-03-19
2004-09-24,WILL5000IND,37.49,2023-03-19,2023-03-19
2004-09-27,WILL5000IND,37.24,2023-03-19,2023-03-19
2004-09-28,WILL5000IND,37.48,2023-03-19,2023-03-19
2004-09-29,WILL5000IND,37.66,2023-03-19,2023-03-19
2004-09-30,WILL5000IND,37.68,2023-03-19,2023-03-19
2004-10-01,WILL5000IND,38.26,2023-03-19,2023-03-19
2004-10-04,WILL5000IND,38.4,2023-03-19,2023-03-19
2004-10-05,WILL5000IND,38.37,2023-03-19,2023-03-19
2004-10-06,WILL5000IND,38.64,2023-03-19,2023-03-19
2004-10-07,WILL5000IND,38.23,2023-03-19,2023-03-19
2004-10-08,WILL5000IND,37.94,2023-03-19,2023-03-19
2004-10-11,WILL5000IND,38.02,2023-03-19,2023-03-19
2004-10-12,WILL5000IND,37.94,2023-03-19,2023-03-19
2004-10-13,WILL5000IND,37.65,2023-03-19,2023-03-19
2004-10-14,WILL5000IND,37.33,2023-03-19,2023-03-19
2004-10-15,WILL5000IND,37.51,2023-03-19,2023-03-19
2004-10-18,WILL5000IND,37.7,2023-03-19,2023-03-19
2004-10-19,WILL5000IND,37.36,2023-03-19,2023-03-19
2004-10-20,WILL5000IND,37.4,2023-03-19,2023-03-19
2004-10-21,WILL5000IND,37.55,2023-03-19,2023-03-19
2004-10-22,WILL5000IND,37.17,2023-03-19,2023-03-19
2004-10-25,WILL5000IND,37.16,2023-03-19,2023-03-19
2004-10-26,WILL5000IND,37.68,2023-03-19,2023-03-19
2004-10-27,WILL5000IND,38.17,2023-03-19,2023-03-19
2004-10-28,WILL5000IND,38.22,2023-03-19,2023-03-19
2004-10-29,WILL5000IND,38.29,2023-03-19,2023-03-19
2004-11-01,WILL5000IND,38.32,2023-03-19,2023-03-19
2004-11-02,WILL5000IND,38.3,2023-03-19,2023-03-19
2004-11-03,WILL5000IND,38.76,2023-03-19,2023-03-19
2004-11-04,WILL5000IND,39.34,2023-03-19,2023-03-19
2004-11-05,WILL5000IND,39.48,2023-03-19,2023-03-19
2004-11-08,WILL5000IND,39.43,2023-03-19,2023-03-19
2004-11-09,WILL5000IND,39.45,2023-03-19,2023-03-19
2004-11-10,WILL5000IND,39.46,2023-03-19,2023-03-19
2004-11-11,WILL5000IND,39.82,2023-03-19,2023-03-19
2004-11-12,WILL5000IND,40.2,2023-03-19,2023-03-19
2004-11-15,WILL5000IND,40.21,2023-03-19,2023-03-19
2004-11-16,WILL5000IND,39.94,2023-03-19,2023-03-19
2004-11-17,WILL5000IND,40.18,2023-03-19,2023-03-19
2004-11-18,WILL5000IND,40.22,2023-03-19,2023-03-19
2004-11-19,WILL5000IND,39.77,2023-03-19,2023-03-19
2004-11-22,WILL5000IND,40.02,2023-03-19,2023-03-19
2004-11-23,WILL5000IND,40.06,2023-03-19,2023-03-19
2004-11-24,WILL5000IND,40.25,2023-03-19,2023-03-19
2004-11-26,WILL5000IND,40.3,2023-03-19,2023-03-19
2004-11-29,WILL5000IND,40.22,2023-03-19,2023-03-19
2004-11-30,WILL5000IND,40.08,2023-03-19,2023-03-19
2004-12-01,WILL5000IND,40.67,2023-03-19,2023-03-19
2004-12-02,WILL5000IND,40.62,2023-03-19,2023-03-19
2004-12-03,WILL5000IND,40.66,2023-03-19,2023-03-19
2004-12-06,WILL5000IND,40.63,2023-03-19,2023-03-19
2004-12-07,WILL5000IND,40.14,2023-03-19,2023-03-19
2004-12-08,WILL5000IND,40.35,2023-03-19,2023-03-19
2004-12-09,WILL5000IND,40.54,2023-03-19,2023-03-19
2004-12-10,WILL5000IND,40.53,2023-03-19,2023-03-19
2004-12-13,WILL5000IND,40.88,2023-03-19,2023-03-19
2004-12-14,WILL5000IND,41.07,2023-03-19,2023-03-19
2004-12-15,WILL5000IND,41.2,2023-03-19,2023-03-19
2004-12-16,WILL5000IND,41.09,2023-03-19,2023-03-19
2004-12-17,WILL5000IND,40.85,2023-03-19,2023-03-19
2004-12-20,WILL5000IND,40.82,2023-03-19,2023-03-19
2004-12-21,WILL5000IND,41.21,2023-03-19,2023-03-19
2004-12-22,WILL5000IND,41.36,2023-03-19,2023-03-19
2004-12-23,WILL5000IND,41.39,2023-03-19,2023-03-19
2004-12-27,WILL5000IND,41.2,2023-03-19,2023-03-19
2004-12-28,WILL5000IND,41.54,2023-03-19,2023-03-19
2004-12-29,WILL5000IND,41.55,2023-03-19,2023-03-19
2004-12-30,WILL5000IND,41.57,2023-03-19,2023-03-19
2004-12-31,WILL5000IND,41.52,2023-03-19,2023-03-19
2005-01-03,WILL5000IND,41.11,2023-03-19,2023-03-19
2005-01-04,WILL5000IND,40.58,2023-03-19,2023-03-19
2005-01-05,WILL5000IND,40.35,2023-03-19,2023-03-19
2005-01-06,WILL5000IND,40.5,2023-03-19,2023-03-19
2005-01-07,WILL5000IND,40.42,2023-03-19,2023-03-19
2005-01-10,WILL5000IND,40.58,2023-03-19,2023-03-19
2005-01-11,WILL5000IND,40.32,2023-03-19,2023-03-19
2005-01-12,WILL5000IND,40.47,2023-03-19,2023-03-19
2005-01-13,WILL5000IND,40.18,2023-03-19,2023-03-19
2005-01-14,WILL5000IND,40.45,2023-03-19,2023-03-19
2005-01-18,WILL5000IND,40.84,2023-03-19,2023-03-19
2005-01-19,WILL5000IND,40.46,2023-03-19,2023-03-19
2005-01-20,WILL5000IND,40.16,2023-03-19,2023-03-19
2005-01-21,WILL5000IND,39.95,2023-03-19,2023-03-19
2005-01-24,WILL5000IND,39.76,2023-03-19,2023-03-19
2005-01-25,WILL5000IND,39.89,2023-03-19,2023-03-19
2005-01-26,WILL5000IND,40.14,2023-03-19,2023-03-19
2005-01-27,WILL5000IND,40.16,2023-03-19,2023-03-19
2005-01-28,WILL5000IND,40.05,2023-03-19,2023-03-19
2005-01-31,WILL5000IND,40.43,2023-03-19,2023-03-19
2005-02-01,WILL5000IND,40.72,2023-03-19,2023-03-19
2005-02-02,WILL5000IND,40.87,2023-03-19,2023-03-19
2005-02-03,WILL5000IND,40.77,2023-03-19,2023-03-19
2005-02-04,WILL5000IND,41.23,2023-03-19,2023-03-19
2005-02-07,WILL5000IND,41.19,2023-03-19,2023-03-19
2005-02-08,WILL5000IND,41.23,2023-03-19,2023-03-19
2005-02-09,WILL5000IND,40.84,2023-03-19,2023-03-19
2005-02-10,WILL5000IND,41,2023-03-19,2023-03-19
2005-02-11,WILL5000IND,41.32,2023-03-19,2023-03-19
2005-02-14,WILL5000IND,41.36,2023-03-19,2023-03-19
2005-02-15,WILL5000IND,41.47,2023-03-19,2023-03-19
2005-02-16,WILL5000IND,41.52,2023-03-19,2023-03-19
2005-02-17,WILL5000IND,41.19,2023-03-19,2023-03-19
2005-02-18,WILL5000IND,41.2,2023-03-19,2023-03-19
2005-02-22,WILL5000IND,40.59,2023-03-19,2023-03-19
2005-02-23,WILL5000IND,40.81,2023-03-19,2023-03-19
2005-02-24,WILL5000IND,41.16,2023-03-19,2023-03-19
2005-02-25,WILL5000IND,41.57,2023-03-19,2023-03-19
2005-02-28,WILL5000IND,41.32,2023-03-19,2023-03-19
2005-03-01,WILL5000IND,41.56,2023-03-19,2023-03-19
2005-03-02,WILL5000IND,41.56,2023-03-19,2023-03-19
2005-03-03,WILL5000IND,41.56,2023-03-19,2023-03-19
2005-03-04,WILL5000IND,41.96,2023-03-19,2023-03-19
2005-03-07,WILL5000IND,42.07,2023-03-19,2023-03-19
2005-03-08,WILL5000IND,41.85,2023-03-19,2023-03-19
2005-03-09,WILL5000IND,41.43,2023-03-19,2023-03-19
2005-03-10,WILL5000IND,41.46,2023-03-19,2023-03-19
2005-03-11,WILL5000IND,41.22,2023-03-19,2023-03-19
2005-03-14,WILL5000IND,41.47,2023-03-19,2023-03-19
2005-03-15,WILL5000IND,41.19,2023-03-19,2023-03-19
2005-03-16,WILL5000IND,40.85,2023-03-19,2023-03-19
2005-03-17,WILL5000IND,40.94,2023-03-19,2023-03-19
2005-03-18,WILL5000IND,40.9,2023-03-19,2023-03-19
2005-03-21,WILL5000IND,40.73,2023-03-19,2023-03-19
2005-03-22,WILL5000IND,40.35,2023-03-19,2023-03-19
2005-03-23,WILL5000IND,40.31,2023-03-19,2023-03-19
2005-03-24,WILL5000IND,40.31,2023-03-19,2023-03-19
2005-03-28,WILL5000IND,40.37,2023-03-19,2023-03-19
2005-03-29,WILL5000IND,40.03,2023-03-19,2023-03-19
2005-03-30,WILL5000IND,40.59,2023-03-19,2023-03-19
2005-03-31,WILL5000IND,40.6,2023-03-19,2023-03-19
2005-04-01,WILL5000IND,40.36,2023-03-19,2023-03-19
2005-04-04,WILL5000IND,40.47,2023-03-19,2023-03-19
2005-04-05,WILL5000IND,40.63,2023-03-19,2023-03-19
2005-04-06,WILL5000IND,40.73,2023-03-19,2023-03-19
2005-04-07,WILL5000IND,40.97,2023-03-19,2023-03-19
2005-04-08,WILL5000IND,40.61,2023-03-19,2023-03-19
2005-04-11,WILL5000IND,40.59,2023-03-19,2023-03-19
2005-04-12,WILL5000IND,40.82,2023-03-19,2023-03-19
2005-04-13,WILL5000IND,40.33,2023-03-19,2023-03-19
2005-04-14,WILL5000IND,39.9,2023-03-19,2023-03-19
2005-04-15,WILL5000IND,39.25,2023-03-19,2023-03-19
2005-04-18,WILL5000IND,39.38,2023-03-19,2023-03-19
2005-04-19,WILL5000IND,39.68,2023-03-19,2023-03-19
2005-04-20,WILL5000IND,39.15,2023-03-19,2023-03-19
2005-04-21,WILL5000IND,39.91,2023-03-19,2023-03-19
2005-04-22,WILL5000IND,39.61,2023-03-19,2023-03-19
2005-04-25,WILL5000IND,39.98,2023-03-19,2023-03-19
2005-04-26,WILL5000IND,39.62,2023-03-19,2023-03-19
2005-04-27,WILL5000IND,39.74,2023-03-19,2023-03-19
2005-04-28,WILL5000IND,39.28,2023-03-19,2023-03-19
2005-04-29,WILL5000IND,39.7,2023-03-19,2023-03-19
2005-05-02,WILL5000IND,39.91,2023-03-19,2023-03-19
2005-05-03,WILL5000IND,39.88,2023-03-19,2023-03-19
2005-05-04,WILL5000IND,40.39,2023-03-19,2023-03-19
2005-05-05,WILL5000IND,40.32,2023-03-19,2023-03-19
2005-05-06,WILL5000IND,40.3,2023-03-19,2023-03-19
2005-05-09,WILL5000IND,40.57,2023-03-19,2023-03-19
2005-05-10,WILL5000IND,40.16,2023-03-19,2023-03-19
2005-05-11,WILL5000IND,40.32,2023-03-19,2023-03-19
2005-05-12,WILL5000IND,39.91,2023-03-19,2023-03-19
2005-05-13,WILL5000IND,39.71,2023-03-19,2023-03-19
2005-05-16,WILL5000IND,40.12,2023-03-19,2023-03-19
2005-05-17,WILL5000IND,40.4,2023-03-19,2023-03-19
2005-05-18,WILL5000IND,40.87,2023-03-19,2023-03-19
2005-05-19,WILL5000IND,41.06,2023-03-19,2023-03-19
2005-05-20,WILL5000IND,41.02,2023-03-19,2023-03-19
2005-05-23,WILL5000IND,41.19,2023-03-19,2023-03-19
2005-05-24,WILL5000IND,41.2,2023-03-19,2023-03-19
2005-05-25,WILL5000IND,41.02,2023-03-19,2023-03-19
2005-05-26,WILL5000IND,41.32,2023-03-19,2023-03-19
2005-05-27,WILL5000IND,41.4,2023-03-19,2023-03-19
2005-05-31,WILL5000IND,41.21,2023-03-19,2023-03-19
2005-06-01,WILL5000IND,41.59,2023-03-19,2023-03-19
2005-06-02,WILL5000IND,41.68,2023-03-19,2023-03-19
2005-06-03,WILL5000IND,41.41,2023-03-19,2023-03-19
2005-06-06,WILL5000IND,41.48,2023-03-19,2023-03-19
2005-06-07,WILL5000IND,41.48,2023-03-19,2023-03-19
2005-06-08,WILL5000IND,41.38,2023-03-19,2023-03-19
2005-06-09,WILL5000IND,41.62,2023-03-19,2023-03-19
2005-06-10,WILL5000IND,41.53,2023-03-19,2023-03-19
2005-06-13,WILL5000IND,41.66,2023-03-19,2023-03-19
2005-06-14,WILL5000IND,41.79,2023-03-19,2023-03-19
2005-06-15,WILL5000IND,41.89,2023-03-19,2023-03-19
2005-06-16,WILL5000IND,42.08,2023-03-19,2023-03-19
2005-06-17,WILL5000IND,42.26,2023-03-19,2023-03-19
2005-06-20,WILL5000IND,42.23,2023-03-19,2023-03-19
2005-06-21,WILL5000IND,42.14,2023-03-19,2023-03-19
2005-06-22,WILL5000IND,42.17,2023-03-19,2023-03-19
2005-06-23,WILL5000IND,41.74,2023-03-19,2023-03-19
2005-06-24,WILL5000IND,41.43,2023-03-19,2023-03-19
2005-06-27,WILL5000IND,41.41,2023-03-19,2023-03-19
2005-06-28,WILL5000IND,41.83,2023-03-19,2023-03-19
2005-06-29,WILL5000IND,41.8,2023-03-19,2023-03-19
2005-06-30,WILL5000IND,41.54,2023-03-19,2023-03-19
2005-07-01,WILL5000IND,41.68,2023-03-19,2023-03-19
2005-07-05,WILL5000IND,42.07,2023-03-19,2023-03-19
2005-07-06,WILL5000IND,41.76,2023-03-19,2023-03-19
2005-07-07,WILL5000IND,41.87,2023-03-19,2023-03-19
2005-07-08,WILL5000IND,42.38,2023-03-19,2023-03-19
2005-07-11,WILL5000IND,42.68,2023-03-19,2023-03-19
2005-07-12,WILL5000IND,42.77,2023-03-19,2023-03-19
2005-07-13,WILL5000IND,42.78,2023-03-19,2023-03-19
2005-07-14,WILL5000IND,42.82,2023-03-19,2023-03-19
2005-07-15,WILL5000IND,42.88,2023-03-19,2023-03-19
2005-07-18,WILL5000IND,42.65,2023-03-19,2023-03-19
2005-07-19,WILL5000IND,42.98,2023-03-19,2023-03-19
2005-07-20,WILL5000IND,43.22,2023-03-19,2023-03-19
2005-07-21,WILL5000IND,42.89,2023-03-19,2023-03-19
2005-07-22,WILL5000IND,43.16,2023-03-19,2023-03-19
2005-07-25,WILL5000IND,42.98,2023-03-19,2023-03-19
2005-07-26,WILL5000IND,43.07,2023-03-19,2023-03-19
2005-07-27,WILL5000IND,43.25,2023-03-19,2023-03-19
2005-07-28,WILL5000IND,43.55,2023-03-19,2023-03-19
2005-07-29,WILL5000IND,43.26,2023-03-19,2023-03-19
2005-08-01,WILL5000IND,43.32,2023-03-19,2023-03-19
2005-08-02,WILL5000IND,43.64,2023-03-19,2023-03-19
2005-08-03,WILL5000IND,43.64,2023-03-19,2023-03-19
2005-08-04,WILL5000IND,43.29,2023-03-19,2023-03-19
2005-08-05,WILL5000IND,42.91,2023-03-19,2023-03-19
2005-08-08,WILL5000IND,42.76,2023-03-19,2023-03-19
2005-08-09,WILL5000IND,43.01,2023-03-19,2023-03-19
2005-08-10,WILL5000IND,42.97,2023-03-19,2023-03-19
2005-08-11,WILL5000IND,43.28,2023-03-19,2023-03-19
2005-08-12,WILL5000IND,43.04,2023-03-19,2023-03-19
2005-08-15,WILL5000IND,43.17,2023-03-19,2023-03-19
2005-08-16,WILL5000IND,42.67,2023-03-19,2023-03-19
2005-08-17,WILL5000IND,42.68,2023-03-19,2023-03-19
2005-08-18,WILL5000IND,42.62,2023-03-19,2023-03-19
2005-08-19,WILL5000IND,42.67,2023-03-19,2023-03-19
2005-08-22,WILL5000IND,42.75,2023-03-19,2023-03-19
2005-08-23,WILL5000IND,42.63,2023-03-19,2023-03-19
2005-08-24,WILL5000IND,42.41,2023-03-19,2023-03-19
2005-08-25,WILL5000IND,42.51,2023-03-19,2023-03-19
2005-08-26,WILL5000IND,42.22,2023-03-19,2023-03-19
2005-08-29,WILL5000IND,42.49,2023-03-19,2023-03-19
